lon,lat
72.55887778,23.0526
72.59555556,22.97611111
72.56805556,23.02777778
72.56388889,23.01388889
72.56638889,23.03916667
72.51722222,23.07111111
72.52666667,23.03666667
72.56055556,23.02611111
72.66722222,23.23111111
72.50996944,23.07560278
75.87722222,22.69805556
75.88694444,22.75277778
75.89333333,22.72555556
75.82888889,22.69472222
75.88805556,22.75583333
75.85527778,22.70361111
75.90138889,22.75416667
77.47472222,23.18861111
77.46055556,23.25111111
77.41666667,23.20277778
77.4175,23.185
77.40194444,23.27027778
77.38,23.26611111
77.45194444,23.1875
80.19138889,12.97277778
80.27944444,13.09305556
80.17944444,13.04194444
80.22138889,13.02444444
80.24722222,13.08111111
72.86195556,19.04328333
72.84944444,19.29694444
72.84222222,19.20472222
72.80972222,19.45305556
73.01611111,19.0075
73.02588333,19.03891111
73.03626944,19.01123889
73.14255278,19.25453611
73.83694444,19.95388889
73.78972222,19.99805556
73.79722222,20.01777778
73.7525,19.97305556
73.84194444,19.97777778
86.415,23.78888889
86.22833333,22.83666667
86.22721944,22.78860833
86.21194167,22.82333056
86.2025,22.8075
86.18166667,22.78861111
76.26110833,9.935830556
76.31101111,10.02743889
76.29345833,10.01050833
76.31694444,10.04361111
88.36444444,22.50694444
88.4775,22.72277778
88.40388889,22.60305556
88.39745833,22.69534167
88.45305556,22.58444444
88.36944444,22.75861111
77.29766389,28.38048611
77.29305556,28.40222222
77.29416667,28.36472222
77.14646944,28.62747778
77.02895,28.617475
77.2775,28.62916667
77.09166667,28.67027778
77.26741944,28.56971111
77.06388889,28.6225
77.00662778,28.45209444
77.03881389,28.45479444
77.04886111,28.51127222
76.58388056,28.89637778
76.59753333,28.89576944
76.61645278,28.89350556
77.26722222,30.165
76.86444444,30.33694444
76.78611111,30.36944444
74.86842222,31.62087222
77.27331944,28.68931389
76.93760833,11.0254
76.97666667,10.99
83.33297778,17.73281667
83.30419444,17.73530556
80.43018889,16.31384444
80.65222222,16.49861111
79.53727778,17.99178056
79.54194444,17.99861111
79.55472222,18.01555556
80.22111111,13.07194444
79.59955833,17.98983889
72.55495833,23.03033333
72.605,23.03444444
72.54972222,23.04388889
72.59737778,23.10417222
73.21083333,22.32805556
73.17472222,22.29361111
73.19611111,22.31388889
73.17083333,22.31583333
73.20333333,22.27055556
73.80805556,19.98055556
79.11972222,21.13805556
79.0525,21.12138889
80.2203,12.97683333
80.23416667,13.05138889
77.03905278,28.62807778
77.19361111,28.68722222
77.13040833,28.65263889
77.09305556,28.61111111
77.015,28.44777778
77.29326389,28.39172222
77.31466667,28.43478611
77.24850556,28.56108333
85.31731667,23.33253333
77.06277778,28.47666667
77.02305556,28.47055556
76.86694444,30.36583333
77.29722222,30.165
76.43888889,30.35083333
77.58465556,13.09795
77.13201389,28.64651944
77.28399167,28.70716111
77.57639722,13.03236111
77.32484167,28.68752778
77.63073333,13.00156667
77.70194444,12.96555556
76.86694444,30.36583333
75.00743611,15.454375
75.15,15.36166389
76.62453056,12.32482222
76.66333333,12.33027778
76.62978056,12.28663889
75.77361111,11.25638889
75.79611111,11.21583333
75.87083333,11.17694444
75.77222222,11.27638889
75.80861111,11.26083333
76.30555278,9.963330556
76.31027778,9.973888889
76.58638889,8.888888889
76.61777778,8.875555556
76.58636667,8.889216667
76.06803611,10.64762222
76.22833333,10.14277778
76.92805556,8.511111111
76.93971944,8.524163889
76.96605278,8.536797222
85.85305556,20.27777778
85.79611111,20.2775
85.81361111,20.29361111
85.84555556,20.28777778
85.81416667,20.27
85.8425,20.26
85.88222222,20.46277778
85.85722222,20.47861111
85.84527778,20.47388889
85.91166667,20.46194444
76.33583333,10.30194444
76.20713333,10.34563056
88.31722222,22.59194444
78.14638611,9.921386111
78.10083333,9.933333333
78.14416389,9.9325
78.08868056,9.935569444
72.47305556,23.03277778
88.41111111,22.60611111
76.85472222,30.67138889
76.89722222,30.76388889
77.28972222,30.14805556
73.14277778,19.27222222
72.93055556,19.11361111
75.8175,26.92055556
74.79432778,31.6274
77.08194444,28.60083333
86.42305556,23.78527778
86.43083333,23.80527778
86.16916667,22.78694444
76.98788889,28.6023
77.08055556,28.62027778
77.28205556,28.65384167
77.20075556,28.56208611
77.23597222,28.55798611
77.10376389,28.6736
77.09972222,28.63777778
77.17777778,28.69305556
77.26559444,28.69608611
77.31194444,28.66805556
77.10777778,28.67833333
77.09777778,28.59666667
72.87145833,19.05489722
77.28594167,28.63306667
77.13555556,28.68833333
77.16333333,28.39277778
80.185825,13.07552778
80.23611111,13.12166667
77.19833333,28.65222222
77.09055556,28.63638889
77.25765833,28.52650833
77.10090278,28.63416944
77.33,28.68666667
77.13444444,28.71416667
77.28416667,28.61888889
77.27583333,28.68527778
77.28777778,28.67944444
77.18944444,28.65972222
77.08027778,28.58916667
77.19167778,28.52459167
77.2575,28.67472222
77.29255833,28.49331111
77.31361111,28.4725
75.8317,26.93097222
77.60444167,12.91666389
77.60811111,13.03040278
80.20242222,13.15364722
76.74361111,30.74583333
76.71553611,30.71633889
75.58083333,31.30027778
75.81789722,30.91978056
76.73948333,30.68549722
75.81388611,30.88055278
73.07534167,19.04719722
73.085,19.22388889
72.90805556,19.04972222
77.19194444,28.64472222
75.76055278,26.97
75.77694444,26.87388889
75.78166389,26.81860833
75.80333333,26.92472222
73.80444444,18.56
73.91055556,18.56611111
73.80472222,18.58111111
73.83694444,18.56222222
75.24805556,19.83861111
75.33055556,19.865
78.42861111,17.36527778
78.35972222,17.44194444
78.49416667,17.39027778
78.51111111,17.39694444
75.88277778,22.72138889
72.84222222,19.20472222
80.13610833,12.95471944
73.10773056,18.99827778
85.30416667,23.38055556
80.20944167,13.102775
80.25122222,13.13090833
72.81,19.45416667
80.29194167,13.10916389
80.18333333,12.92
80.06998889,13.11923889
72.55305556,23.00472222
77.0188,11.02043333
77.00361111,11.07861111
76.6725,8.865555556
78.11861111,9.896388889
78.10305556,9.901388889
78.16583333,11.65777778
78.68638611,10.80944167
72.96527778,19.22638889
85.84111111,20.24805556
85.83444444,20.27888889
75.55777778,31.30555556
77.29435833,28.64662778
77.10416667,28.64583333
77.24916667,28.55583333
77.25972222,28.70361111
77.07196667,28.69095278
77.29401667,28.60916111
77.31199167,28.62201667
77.11444444,28.67694444
77.06497778,28.67885833
79.07305556,21.09194444
74.86555556,31.66277778
80.22138889,13.03861111
75.74888611,26.94305278
72.60261389,22.99762778
72.80138889,21.17638889
72.79527778,21.19944444
72.81694444,21.18472222
72.82166667,21.23055556
72.80805556,21.20083333
72.79583333,21.16361111
72.79944444,21.19305556
72.84944444,21.20972222
73.20555556,22.28944444
73.23861111,22.30472222
73.16527778,22.28222222
72.66972222,23.08166667
80.185,13.11277778
80.14527778,12.92444444
73.90638889,18.52305556
72.80815278,18.97633056
77.57944167,12.91166389
77.54583333,12.90694444
77.69631389,13.02237778
77.62721944,12.9
77.61055556,12.96666667
77.22101667,28.53995278
77.05079444,28.45361667
77.00924167,28.47449722
73.68694167,24.59610833
73.68971944,24.6075
77.32972222,11.12527778
79.785,11.93083333
79.09361111,21.10361111
78.160275,11.675
76.94388611,11.15360833
86.45611111,23.81222222
85.38888611,23.39971944
75.36055556,19.87944444
72.63027778,23.03888889
75.78166389,26.8525
80.25944167,13.12
80.245275,13.11583056
80.10119444,13.11986667
77.12388889,28.54611111
75.74336389,26.93475833
80.15194167,13.11888611
78.6925,10.752775
75.795,26.87805556
78.67805556,10.79277778
73.72388333,24.57395278
75.810275,26.85860833
77.34166667,11.13166667
83.21596667,17.68288333
77.65105,12.97251667
80.21111111,12.96472222
78.17541111,11.65819444
77.68055556,12.99305556
75.87833333,11.30611111
76.585175,28.88415278
75.72829444,29.14538611
75.74666667,29.135
72.57583333,23.03333333
72.5575,23.04583333
77.56055556,12.94361111
77.60242778,13.05524722
77.66416389,12.985275
77.56583056,12.88305278
76.61666667,12.33833333
72.64277778,23.05861111
78.6679,10.81451111
77.31143333,28.63523056
76.83722222,30.69555556
75.77694444,23.19
80.09109444,13.05011944
77.29549167,28.68158333
77.28694444,28.67611111
77.12666667,28.66638889
76.72555556,30.70444444
75.63527778,31.31138889
74.875,31.61277778
75.86491667,30.90437778
72.8575,21.21222222
72.59325556,23.05110833
73.85083333,18.45361111
72.51944444,23.04388889
73.90583333,18.55388889
78.05645,9.881880556
72.8175,21.17555556
76.96779722,8.503875
77.51501944,13.05128611
88.35125,22.66842222
77.53370833,13.01343611
77.62183333,13.1214
88.45605833,22.63435278
88.42890833,22.64359722
85.82612778,20.47904722
78.38464444,17.44152222
85.818475,20.32575278
77.57280556,13.0411
78.32319167,17.48870278
77.61002778,12.88003611
77.66985833,12.92696667
78.36969722,17.46365
85.82790278,20.23801111
77.49647222,12.97020278
78.38566389,17.40151389
77.5245,12.97065278
80.14077778,13.01883056
77.63102778,13.01303333
77.67496111,12.89973611
88.43740278,22.63488333
80.14669722,12.97084167
80.090925,13.10569444
80.201425,13.12691111
80.20165833,13.12650556
78.51738056,17.31646389
80.09523056,12.90936111
76.89007778,12.52114167
76.60631389,12.31993611
78.08484722,17.60601944
72.82083056,19.38305278
78.48547778,17.62816389
78.36225,17.50582778
78.43682778,17.45442222
78.48305556,17.52174167
85.80635,20.25391944
85.86589444,20.29344444
85.83133333,20.36749722
73.09633056,18.5786
76.66013056,30.74335833
76.81024722,30.63730556
80.11945,12.929525
73.99898333,18.58933056
77.544975,12.98549167
79.1264,18.44470556
86.16043056,22.80742778
85.27561667,23.35679722
79.55857778,16.86560278
78.84160556,18.105725
88.4903,22.561525
76.72212222,30.69803611
80.14674167,12.952625
73.10049444,19.01277222
85.83256667,19.80873889
85.33896944,23.36806944
81.52164444,16.82000278
77.54685278,12.87976389
86.12813611,20.95387778
75.90001111,22.76443611
85.84246111,20.25969444
80.16401944,13.037975
72.82271667,21.21575556
72.83121389,21.18203611
75.87613889,19.26873889
78.50563889,17.50940833
79.550475,18.01991389
73.93320833,18.488425
76.34188333,10.12056389
78.56246111,17.47682222
76.83805278,30.69579722
76.18700556,10.52818889
72.99968889,19.06535278
79.26913333,17.05625278
85.85198056,20.24393611
77.29053056,30.14650556
77.30085,30.152275
77.63278056,13.00170556
85.91035833,20.45521389
75.57139167,31.31688056
76.65841667,12.31265278
77.02758611,28.99658889
76.73918056,30.67378056
75.11114444,15.34999444
83.16636389,17.69019167
83.39596389,18.10808333
72.51527778,23.01277778
72.98638889,26.25861111
73.04835,26.30352778
73.03138889,26.275
74.62860833,26.48860833
73.0441,26.31758611
74.63531111,26.41895278
74.63721944,26.44944167
77.34083333,13.02027778
77.18333333,28.66833333
76.71305556,9.900277778
86.41638889,23.69388889
77.59065278,13.06339722
73.92055556,18.54805556
79.94888889,23.16166667
79.93388889,23.15166667
85.88194444,20.47666667
88.33611111,22.75444444
88.19361111,22.48722222
75.7525,26.882775
79.91611111,23.1575
79.92666667,23.18194444
72.90527778,19.38361111
77.54194444,12.91638889
76.97305556,29.39694444
77.50777778,12.98944444
74.50666667,15.83916667
75.13860833,15.35694167
77.49675,12.95174444
74.51444167,15.88221944
73.35760278,28.01325278
73.33536667,27.99561111
78.09527778,26.115
78.12027778,26.12277778
73.18633333,22.33725278
76.4125,30.39416667
77.08182222,28.66075278
76.25833056,9.945
76.62527778,10.065
78.12027778,26.12277778
78.13027778,26.13388889
73.31811111,28.00862778
74.64916389,26.42805278
77.70201111,12.965625
77.04221111,28.51180278
77.52205556,13.04551667
85.84111111,20.22944444
77.35166667,12.58305556
78.50194444,17.39916667
77.65058333,13.00880833
88.35666667,22.48277778
75.85083333,22.72305556
70.45222222,21.51194444
72.58721111,23.059425
77.65821667,12.87048889
72.92031389,19.04184722
72.86408056,19.24343056
72.80495278,18.97083611
72.90053889,19.06106944
72.83938056,19.05675833
72.86589722,19.17373056
72.83159444,19.10351667
72.82198889,18.91213611
72.85709722,19.02726389
72.84558611,19.10293333
72.83995556,18.97073056
72.81394722,18.99391667
72.83194444,18.92388889
72.80081667,18.95664722
72.89496667,19.05711111
72.868625,19.11063333
72.82400556,18.93289167
72.83283056,19.01876389
72.80176944,19.44706944
72.876025,19.28579167
86.97334167,23.68720833
72.772725,21.148
80.43653889,16.30665278
72.810875,19.42432778
77.57311389,12.917375
73.71052222,24.58614722
79.09702778,13.20474722
79.09702778,13.20474722
73.782375,19.99202222
73.782375,19.99202222
77.99948889,27.21076389
77.99948889,27.21076389
76.678725,30.73847222
76.678725,30.73847222
76.62115833,28.1948
76.62115833,28.1948
75.74860278,26.89511667
75.74860278,26.89511667
72.56583333,23.03944444
72.77272222,21.14799722
80.43653889,16.30665
72.86854722,23.06875556
78.55328889,17.43026944
78.55328889,17.43026944
80.43653889,16.30665278
82.23566389,16.957375
82.23566389,16.957375
72.99080556,19.17898056
70.80215833,22.30389444
78.55094167,17.34111667
75.83455,30.93896389
75.83455,30.93896389
77.71725278,12.97306944
75.77290556,26.99100278
73.13897222,22.35326944
72.83200556,19.01319167
72.94832222,22.55931389
72.92323333,20.37068333
72.97254167,23.601125
70.13888889,23.06555556
69.66558611,23.23817222
72.98722222,21.70388889
72.56694444,23.035
72.14833333,21.75722222
80.59888889,16.54027778
77.46917222,23.26779722
76.33064722,10.01350278
76.57916667,9.979444444
78.53722222,17.48638889
72.87381944,22.68470833
75.93638889,11.41666667
70.77138889,22.28722222
77.58166667,12.99916667
78.13416667,9.916944444
72.87765556,19.07598333
77.62498889,12.94078056
75.34331389,19.87616389
77.06893056,11.00706944
77.30875,28.41036667
77.30228611,28.314175
11.60129722,11.54364167
74.57730556,16.85111111
26.47894444,80.33922222
75.77290556,26.99100278
78.72764722,10.80628333
79.55,13.45
72.41100833,20.89606389
80.21876111,13.14405833
76.46211111,30.36169444
76.97019444,29.45155556
75.16214722,15.3117
82.23746667,17.00368056
73.14266944,22.34516389
72.13664444,21.74938333
81.6877,21.23804444
78.17514722,9.953288889
73.13891667,22.35416667
80.64694444,16.51638889
86.49666667,23.82611111
77.53470278,12.96532778
76.6169,8.875941667
70.80215833,22.30389444
74.946825,30.19966667
76.33884722,9.498066667
77.58825556,11.27142222
77.71801944,8.728322222
77.391025,28.53551389
79.57704722,17.98008611
75.87836389,17.66636389
78.55094167,17.34111667
73.18109722,22.30730833
75.83455,30.93896389
73.04828889,19.28125278
73.06627778,19.29252778
72.89527778,19.08001111
75.34973889,19.86586944
78.13286944,11.67515
75.77724167,26.87293333
77.19236667,28.687625
72.84931667,18.98049167
82.12513611,22.09361944
76.18059444,10.54424167
73.01159444,19.20731389
76.67873889,30.67873889
80.07956111,12.87672222
75.65493333,31.29346667
75.943475,22.841525
75.92689444,14.46436389
74.63066111,26.51398056
74.83744444,31.67769722
75.59314167,31.30673611
73.78284444,18.62821944
77.28171667,23.23873889
17.28306944,16.73124722
72.83113889,21.18191111
77.59976667,14.68615
76.65856389,12.31281944
80.64148056,16.51037778
77.35971667,28.67558333
85.19024167,25.58921667
85.27364722,23.37340833
88.46472778,22.68772222
75.59914167,31.37352778
74.23105556,16.69894444
78.10911667,18.66445
72.88236944,19.44754444
74.63078056,25.336
88.45988889,22.57933889
81.76847778,17.00845833
78.00805278,30.30667778
76.349525,0
77.14276111,28.70220556
73.00472222,19.12486667
77.43281944,8.186680556
80.13082778,12.96416111
78.02447222,15.82499167
81.28,21.19
77.48859722,28.49188333
77.74549444,20.88703611
79.75616667,11.74549444
88.2875,22.51369444
76.85198056,17.37007778
74.52088611,15.90138056
79.47250556,29.21183056
79.16636389,21.14952778
91.80639722,26.11811389
72.84931667,18.98049167
74.946825,30.19966667
74.83744444,31.67769722
76.46052222,30.36655278
80.64694444,16.51638889
72.97236389,19.17576944
73.01159444,19.20731389
75.16214722,15.3117
77.59397222,12.953825
75.34958889,19.86628056
76.28659167,9.964372222
78.03963611,15.81111389
77.43268333,8.186780556
72.99667778,19.12726944
80.46497222,28.08077778
73.12991944,19.23801944
73.05680833,19.29052222
87.69089167,22.87625556
86.3694,23.33052778
78.47978333,28.90771389
78.78361111,28.44708611
79.33516667,26.14058333
79.02742222,26.77461389
78.2945,30.11112778
78.64510556,27.80217222
79.80880278,28.62524167
77.31202222,29.44651667
72.63467778,23.19595278
79.59895556,27.37992222
72.546,23.69945
77.69015,27.57688611
88.53444722,23.07964167
78.38896389,17.48395278
72.62996944,23.03626111
74.61716944,30.92209722
76.29129167,30.66184167
72.52266944,23.01273889
73.62070278,22.77391944
83.49229167,20.70486111
84.03904167,22.11733889
86.40903056,20.50908889
74.32992778,29.58053333
78.27456111,29.12863333
79.54291111,28.20612778
77.44068889,27.7917
77.20694167,28.56016111
72.86723611,19.03066667
71.21906111,21.60123056
71.82507778,21.53171389
71.46641944,22.99016389
72.92640833,20.60843611
72.93291111,20.95223611
84.06240556,24.04033611
86.30760833,24.18807778
78.8343,20.54829167
79.07140278,12.23627222
77.50266111,27.21543889
78.2212,12.52037222
77.33461944,9.067808333
77.49155833,10.2372
77.51530556,10.45202222
78.86960833,12.94426389
79.44643333,25.98801111
72.9986,20.2722
72.82806389,19.40633889
73.20913333,22.32000833
72.81697222,18.99988611
72.99651111,21.62877778
73.10991667,21.12269722
74.47784167,19.76446111
72.92943056,22.54408889
69.60658611,21.63909444
72.62842778,22.32331944
77.43544444,11.454925
79.63436667,10.77419167
77.20205278,28.68308611
78.09406667,9.514425
78.16417778,11.2273
88.37167222,22.60134167
72.52060833,23.0406
72.87863333,19.06863333
73.30531111,23.46686944
74.63552222,24.88768889
76.50809444,25.097175
73.18681389,22.34263611
79.49472778,27.15085278
83.18535556,26.07400833
80.12428333,27.39326111
77.84868056,28.25444444
78.3371,29.60519444
79.01478889,28.003
70.84405,28.40573611
77.02708889,26.49646944
73.73263889,27.19988611
88.43594167,23.25472222
88.03731389,23.95619167
88.87141944,22.66158333
74.50077222,30.18952778
75.37764722,31.38294722
88.14015,22.08069722
87.79185833,24.18091389
77.67910833,29.69368611
79.12500278,28.03149722
77.02980833,26.74411111
77.90298611,26.69756389
77.05069722,21.09701944
76.62456389,27.23581389
73.88258611,25.05991667
79.89685278,25.33845556
87.73375,21.77627778
77.10570556,12.15522222
76.27534167,23.42453611
75.62256111,21.82585556
76.69914167,25.66873333
77.58727222,17.25710556
78.0099,14.90876111
79.55755833,16.86555833
75.77241944,13.32704167
77.19963889,12.65323056
75.72307778,27.16481667
77.54478611,13.30438611
78.59793056,9.539447222
77.71101944,11.44495
78.59793889,11.5978
79.31439444,9.287744444
81.72989722,16.51696944
77.12170278,28.64812778
81.96938611,27.14416667
79.93656111,27.64143333
78.50639167,29.30998056
76.92842222,31.70600833
74.96951111,28.30401667
81.23494167,26.22050556
82.72463333,26.790925
87.07700833,23.23165
83.58551667,25.58300556
80.91032222,27.71085278
81.98847778,25.92159167
81.607575,27.57751944
80.38723056,26.47994167
83.03545556,24.21844167
77.00086389,28.45293056
80.66278333,27.57426389
88.12876389,23.64806389
82.07558889,26.26812222
83.11967778,25.28438056
86.50365,21.06799167
89.52663611,26.47924167
76.35643611,21.82145
81.55266389,20.69756667
80.48038333,26.54189167
77.57359444,28.83350833
74.86772778,24.46092778
88.76207222,22.88102222
84.44292778,26.47030833
86.80051944,23.73716389
87.24873889,24.26935278
85.991425,23.765575
77.56636111,19.90841667
82.57191667,18.85715
88.51851389,25.40657222
83.85859444,21.81601111
85.20851111,20.94458056
75.63606111,25.44123056
77.86886389,9.176230556
76.79534167,11.34735556
77.55438889,9.453408333
77.72704167,24.57526111
82.62463611,24.07040833
80.82015278,25.93068889
87.31045556,23.06458056
79.64909722,12.22924722
77.54924444,8.085277778
78.82940556,9.365327778
79.06356667,14.73978056
78.34396667,19.09079167
79.70140556,13.75022222
75.25387222,27.84807222
74.73158056,27.03743889
72.82204722,19.40727222
75.71297222,16.84079722
81.67778056,16.75666667
79.27230278,15.74026111
81.52572778,16.81546111
76.74861111,15.7696
77.76941111,22.61083611
77.08885,22.03634722
81.30206944,24.54576667
73.81942222,18.45643889
76.956825,10.32897222
76.11241667,15.95969167
79.81981111,11.92899167
77.71528333,29.47318611
88.493825,23.41315
77.13051667,20.10555556
78.54721111,14.748975
78.05144722,27.59988611
77.00651944,10.66021944
82.56814722,25.40013056
77.08760833,8.400363889
75.73833611,12.42476667
79.97052778,16.99635556
76.77555556,9.005347222
78.84862222,18.10170833
75.77315833,11.27493056
76.57415833,9.382827778
87.9541,24.68256944
85.52070833,24.43247222
85.51220833,23.63776389
78.71613056,12.78131667
78.41351667,24.69101111
77.48121667,10.00849444
75.30866111,22.59459722
75.11926389,23.63300556
72.17680278,24.25486111
79.73780278,27.96358333
79.15165556,25.994025
77.20980556,29.39655556
72.29098611,16.99710556
74.00368611,17.69599167
77.11856111,31.96758611
76.27888889,32.11139722
76.88966111,31.53447222
76.26778611,31.46884722
79.03163333,27.2285
82.57186944,25.15100833
77.10853333,28.63575833
69.71012778,23.24023056
76.52640556,15.43716389
80.64853056,16.24320833
72.37670833,23.59395556
75.63478333,14.61445278
77.73258333,29.27639722
76.23277222,21.30898056
76.99273889,29.69183056
88.06123611,24.45933889
77.701025,28.45214167
78.10875556,28.40113333
81.52893889,16.54590833
88.72326111,26.52891667
87.52610556,23.89805556
89.44819167,26.3286
76.04715,10.59500278
76.14409722,28.79870833
77.26303611,29.10583611
77.77356944,28.73022778
75.92728056,10.92035
84.36208056,26.21751111
76.57600278,9.990941667
